EID_22713,0.19306551852529785
EID_9658,0.19294337155926872
EID_22203,0.18198227866788683
EID_7652,0.19683081881525266
EID_6516,0.19714557233928584
EID_20283,0.19066703363573945
EID_21014,0.1975638612736831
EID_7693,0.18694121103230898
EID_13232,0.19256314165813201
EID_6515,0.18284998644159586
EID_13639,0.18187554196270383
EID_14669,0.1826135504465051
EID_16537,0.19606841233392489
EID_5782,0.18835014570956293
EID_20157,0.18570944542461737
EID_1855,0.16927984502942112
EID_20748,0.19875104967427276
EID_23179,0.1913690621242192
EID_12838,0.18729367251865167
EID_21656,0.19500280564396907
EID_8844,0.17764741095687778
EID_1536,0.19154778802870365
EID_8822,0.18137828265980965
EID_11398,0.19177476057956575
EID_12965,0.1917616919296832
EID_5204,0.1907251427171836
EID_10030,0.20373891033649025
EID_13227,0.1796485113231073
EID_20607,0.1937027151442611
EID_14070,0.1924949602121571
EID_3755,0.1869481817145276
EID_5459,0.18784504565935137
EID_7697,0.19233664203531753
EID_3935,0.19338239032639787
EID_19046,0.1897307377589573
EID_4040,0.1804794603776308
EID_17730,0.1769951589512078
EID_4995,0.18911962202796537
EID_24653,0.1950186126978592
EID_6978,0.1889588327866216
EID_13775,0.18667347799201436
EID_14608,0.19174114879149068
EID_3148,0.1871285076265933
EID_24868,0.1889736175697422
EID_5521,0.18606553481433394
EID_21155,0.19058937787234148
EID_3840,0.1884357543804596
EID_10646,0.18371206940360352
EID_6711,0.18787134975117467
EID_16247,0.1993331272076989
EID_16789,0.19411645665710206
EID_17967,0.19338426563240685
EID_13270,0.20388586992469612
EID_18462,0.19132556483870453
EID_22248,0.19024239812359178
EID_22693,0.1863389087764141
EID_25662,0.18195845421023488
EID_23346,0.1983424368450558
EID_4437,0.19252932710371815
EID_18108,0.1882208778346442
EID_7000,0.18387587820047713
EID_22770,0.20006013866554345
EID_7816,0.18536929019620307
EID_19615,0.19207508407296298
EID_23807,0.18276283838758706
EID_16764,0.1967298616244895
EID_16818,0.18481774846189578
EID_22712,0.19527063155955401
EID_18198,0.19832966474922945
EID_11154,0.18701113440624112
EID_22137,0.18837001560255134
EID_11655,0.1932648981554838
EID_18514,0.1879016872365969
EID_24742,0.1826955290590185
EID_16019,0.1850291078199222
EID_7357,0.18566953174991727
EID_20106,0.1842530240956369
EID_13284,0.19064562595275308
EID_5451,0.1782532131492085
EID_19728,0.1967248355907508
EID_9178,0.18348697484942206
EID_13177,0.18766042932874258
EID_14300,0.19109269476265162
EID_4379,0.1840447223850042
EID_11285,0.18467449355369156
EID_14882,0.18669042474847145
EID_9969,0.1885404531403334
EID_23643,0.18602363313692258
EID_5935,0.17949207960774088
EID_7741,0.19253384473740479
EID_6176,0.18634775211907612
EID_5418,0.19348105340479674
EID_20626,0.19257198147166862
EID_1725,0.18903232427738545
EID_14317,0.1950288637835518
EID_12120,0.19343060764978967
EID_20264,0.17722119225122485
